"CR","HD","HP","INIT","NAME","URL"
"5","7d10+21","59","+6","Tazelwurm","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/tazelwurm-TOHC"
"1","2d10","11","+8","Tavi (Mongoose Folk)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/tavi-mongoose-folk"
"2","3d12+3","22","+2","Tatzlwyrm","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/tatzlwyrm"
"11","14d10+30","107","+2","Taotieh","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/taotieh"
"4","5d10+20","47","+3","Tanuki","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tanuki"
"3","3d6+10","22","+4","Tangtal (Dupli-Cat)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/tangtal"
"2","3d10+6+3","25","+2","Taer","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/taer"
"1","2d8+2","11","-2","Jack-o'-Lantern","http://www.d20pfsrd.com/bestiary/monster-listings/plants/jack-o--lantern"
"1","2d6+7","14","+2","Gremlin, Monaciello","http://www.d20pfsrd.com/bestiary/monster-listings/fey/gremlins/gremlin-monaciello"
"16/MR 6","16d10+136","224","+0","Colossus, Flesh","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/colossus/colossus-flesh"
"3","4d10","22","+3","Pyrolisk (3pp) 2","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/pyrolisk-TOHC"
"3","4d10+4","26","+3","Pyrolisk (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/pyrolisk"
"7","9d10+36","85","+4","Pukwudgie","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/pukwudgie"
"1/4","1d8","4","+2","Water Strider, Nymph","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/water-strider-nymph"
"1/4","2d6-2","5","+2","Tooth Fairy","http://www.d20pfsrd.com/bestiary/monster-listings/fey/tooth-fairy"
"2","2d8+2","11","+2","Tabaxi","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/tabaxi"
"1/3","1d6-1","5","-1","Syrinx","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/syrinx"
"1/2","1d8+1","9","+3","Sylph","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/sylph"
"1","1d10+5","15","+2","Svirfneblin","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/svirfneblin"
"1/2","1d10+1","11","+1","Suli","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/suli"
"6","7d10+14","52","+8","Stymphalides Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/stymphalidies/stymphalides-swarm"
"8","9d10+45","94","+6","Stymphalidies","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/stymphalidies"
"4","4d10+4","26","+2","Stymphalian Bird (Bronze Beak)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/stymphalian-bird-tohc"
"7","8d10+32","76","+7","Stygira","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/stygira"
"21","36d10+324","522","+5","Stygian Leviathan","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/stygian-leviathan-tohc"
"6","8d6+24","57","+8","Stroke Lad","http://www.d20pfsrd.com/bestiary/monster-listings/fey/stroke-lad-tohc"
"6","8d10+30","74","+5","Clockwork, Steed","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/clockwork/clockwork-steed"
"9","15d10+20","102","+9","Clockwork, Mage","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/clockwork/clockwork-mage"
"20","25d10+200","337","+16","Psychopomp, Yamaraj","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/psychopomp/psychopomp-yamaraj"
"4","5d10+20","47","+4","Psychopomp, Viduus","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/psychopomp/psychopomp-viduus"
"7","9d10+27","76","+3","Psychopomp, Vanth","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/psychopomp/psychopomp-vanth"
"9","10d10+60","115","+4","Psychopomp, Shoki","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/psychopomp/psychopomp-shoki"
"2","3d10+3","19","+3","Psychopomp, Nosoi","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/psychopomp/psychopomp-nosoi"
"13","18d10+72","171","+8","Psychopomp, Morrigna","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/psychopomp/psychopomp-morrigna"
"15","16d10+128","216","+13","Psychopomp, Memitim","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/psychopomp/psychopomp-memitim"
"3","4d8+12","30","+0","Strangle Weed","http://www.d20pfsrd.com/bestiary/monster-listings/plants/strangle-weed-tohc"
"1","3d8+3","16","+4","Stormwarden","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/stormwarden-tohc"
"15","17d10+119","212","+12","Stormghost","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/stormghost"
"16","21d10+210+21","346","-1","Stone Treant (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/stone-treant-fgg"
"8","10d10+40","95","+4","Stone Maiden","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/stone-maiden-tohc"
"6","12d10+12","78","+8","Stirge Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/stirge/stirge-swarm-fgg"
"2","4d10","22","+7","Stirge, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/stirge/giant-stirge"
"1/2","1d10","5","+4","Stirge","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/stirge"
"3","3d10+9","25","+0","Stench Kow","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/stench-kow-tohc"
"5","9d8+18","58","+2","Stegocentipede","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/stegocentipede-tohc"
"1","1d10+20","25","+0","Celedon","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/celedon"
"1","1d10","5","+2","Animated Manacles","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-tiny/animated-manacles"
"1/2","1d10","5","+2","Animated Object (Tiny)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-tiny"
"2","3d10+10","26","+0","Raging Rubble","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-small/raging-rubble"
"2","2d10+10","21","+1","Headsman's Scythe","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-small/headsman-s-scythe"
"2","2d10+10","21","+1","Animated Jack-O'-Lantern","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-small/animated-jack-o--lantern"
"2","2d10+10","21","+1","Animated Object (Small)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-small"
"4","3d10+20","36","-1","Animated Straitjacket","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-medium/animated-straitjacket"
"3","3d10+20","36","+0","Animated Object (Medium)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-medium"
"5","4d10+30","52","-1","The Hobbling Hook-Clawed Apparatus","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-large/the-hobbling-hook-clawed-apparatus"
"5","4d10+30 ","52","-1","Animated Object (Large)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-large"
"7","7d10+40 ","78","-2","Animated Object (Huge)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-huge"
"9","10d10+60 ","115","-2","Animated Object (Gargantuan)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-gargantuan"
"11","13d10+80 ","151","-2","Animated Object (Colossal)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-colossal"
"9","14d10+30","107","+4","Animate Aria","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animate-aria"
"10","12d10+48","114","+9","Psychopomp, Kere","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/psychopomp/psychopomp-kere"
"12","15d12+75 ","172","+7","Psiwyrm","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/psiwyrm"
"1","2d12+2","15","+2","Pseudodragon","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/pseudodragon"
"7","7d10+14","55","+2","Protector (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/protector"
"2","3d10","16","+3","Protean, Voidworm","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/protean/protean-voidworm"
"7","9d10+45","94","+7","Protean, Naunet","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/protean/protean-naunet"
"17","23d10+161","287","+5","Protean, Keketar","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/protean/protean-keketar"
"10","13d10+52","123","+7","Protean, Imentesh","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/protean/protean-imentesh"
"15","15d10+75","157","+7","Proscriber","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/proscriber"
"15","18d10+126","225","+10","Popobala","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/popobala"
"2","3d8+6","19","+1","Poltergeist (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/undead/poltergeist-TOHC"
"2","3d8+3","16","+1","Poltergeist","http://www.d20pfsrd.com/bestiary/monster-listings/undead/poltergeist"
"5","8d6+32","60","+4","Polevik","http://www.d20pfsrd.com/bestiary/monster-listings/fey/polevik"
"2","3d8+6+3","22","+0","Plantoid Servitor","http://www.d20pfsrd.com/bestiary/monster-listings/plants/plantoid-servitor-fgg"
"3","4d10+4","26","+2","D'ziriak","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/d-ziriak"
"15","18d8+126","207","+15","Dybbuk","http://www.d20pfsrd.com/bestiary/monster-listings/undead/dybbuk"
"2","3d10","16","+2","Dweomercat Cub","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/dweomercat/dweomercat-cub"
"7","10d10+30","85","+10","Dweomercat","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/dweomercat"
"9","12d10+48","114","+10","Star Monarch","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/star-monarch"
"9","12d10+48","114","+6","Squealer","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/squealer-tohc"
"5","10d6+10","45","+7","Sprite Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/fey/sprite/sprite-swarm"
"1","1d6+1","4","+4","Sprite (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/fey/sprite-tohc"
"1/3","1d6","3","+3","Sprite","http://www.d20pfsrd.com/bestiary/monster-listings/fey/sprite"
"3","4d6+12","26","+5","Spring-Heeled Jack","http://www.d20pfsrd.com/bestiary/monster-listings/fey/spring-heeled-jack"
"3","5d6+5","22","+4","Spriggan 2","http://www.d20pfsrd.com/bestiary/monster-listings/fey/spriggan-tohc"
"4","4d8+16","34","+3","Spriggan, Fellnight","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/spriggan/fellnight-spriggan"
"8","4d8+4","22","+4","Spriggan","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/spriggan"
"2","3d8","13","+3","Spore Rat","http://www.d20pfsrd.com/bestiary/monster-listings/plants/spore-rat"
"4","6d6+12","33","+3","Spindler","http://www.d20pfsrd.com/bestiary/monster-listings/fey/spindler-3pp"
"9","12d10+30","96","-2","Spikestone Guardian","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-stone-guardian-tohc/spikestone-guardian"
"3","4d8+12","30","+2","Wolliped","http://www.d20pfsrd.com/bestiary/monster-listings/animals/wolliped"
"1","2d8+4","13","+2","Whisper Vulture","http://www.d20pfsrd.com/bestiary/monster-listings/animals/whisper-vulture"
"1","2d8","9","+4","Weasel, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/weasel/weasel-giant"
"3","5d8+10","32","+3","Weasel, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/animals/weasel/weasel-dire"
"13","16d8+112","184","+4","Warcat","http://www.d20pfsrd.com/bestiary/monster-listings/animals/warcat"
"4","5d8+10","42","+1","Plantoid","http://www.d20pfsrd.com/bestiary/monster-listings/plants/plantoid-fgg"
"5","3d8+6","19","+2","Plant-Imbued Ape","http://www.d20pfsrd.com/bestiary/monster-listings/plants/plant-imbued-ape-tohc"
"2","2d8+7","16","+3","Plagued Steed","http://www.d20pfsrd.com/bestiary/monster-listings/undead/plagued-steed"
"4","4d6+4","18","+5","Pixie","http://www.d20pfsrd.com/bestiary/monster-listings/fey/pixie"
"4","5d8+5","25","+0","Phycomid (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/plants/phycomid-TOHC"
"4","6d8+12","39","+0","Phycomid","http://www.d20pfsrd.com/bestiary/monster-listings/plants/phycomid"
"3","5d6+5","22","+3","Phooka","http://www.d20pfsrd.com/bestiary/monster-listings/fey/phooka"
"15","20d10+100","210","+11","Phoenix","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/phoenix"
"3","4d8+8","26","+1","Phlogiston","http://www.d20pfsrd.com/bestiary/monster-listings/plants/phlogiston"
"7","9d8+36","76","+10","Duppy","http://www.d20pfsrd.com/bestiary/monster-listings/undead/duppy"
"7","10d8+40","85","+2","Dullahan","http://www.d20pfsrd.com/bestiary/monster-listings/undead/dullahan"
"7","10d8+50","95","+7","Drowned Maiden","http://www.d20pfsrd.com/bestiary/monster-listings/undead/drowned-maiden-od"
"3","3d8+3","20","+3","Drow Noble","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/drow-common/drow-noble"
"1/3","1d10","5","+2","Drow","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/drow-common"
"5","6d10+12","50","+7","Drelb (Haunting Custodian)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/drelb-haunting-custodian-tohc"
"3","4d8+12","30","+1","Drekavac","http://www.d20pfsrd.com/bestiary/monster-listings/undead/drekavac"
"9","9d10+18","67","+8","Dream Spectre (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/dream-spectre-nightmare-creature-tohc"
"9","13d8+39","97","+7","Dream Spectre","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/dream-spectre"
"6","8d10+24","68","+4","Dream Eater (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/dream-eater-od"
"6","6d10+6","39","+6","Minotaur Guard (Elite Minotaur Dread Skeleton)","http://www.d20pfsrd.com/bestiary/unique-monsters/cr-6/scarwall-guard"
"2","2d10+8","19","+1","Corby, Dread","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/corby-dread"
"3","3d8+12","25","+2","Draugr, Advanced","http://www.d20pfsrd.com/bestiary/monster-listings/undead/draugr/draugr-advanced"
"2","3d8+6","19","+0","Draugr","http://www.d20pfsrd.com/bestiary/monster-listings/undead/draugr"
"4","5d8+10","38","+2","Draug","http://www.d20pfsrd.com/bestiary/monster-listings/undead/draug-tohc"
"15","18d12+90","207","+12","Drake, Star","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/drakes/drake-star-od"
"5","5d10+20","47","+6","Spider Eater (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/spider-eater-ff"
"5","5d10+25","52","+2","Spider Eater","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/spider-eater"
"2","2d10+2","13","+6","Spider Collective","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/spider-collective-tohc"
"5","8d10+16","60","+2","Sphinx, Hieracosphinx","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sphinx/hieracosphinx"
"8","12d10+36","102","+5","Sphinx, Gynosphinx","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sphinx/sphinx-gynosphinx"
"7","10d10+30","85","+0","Sphinx, Criosphinx","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sphinx/criosphinx"
"9","13d10+52","123","+0","Sphinx, Androsphinx","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sphinx/androsphinx"
"7","10d8+40","85","+7","Fext, Spellscarred","http://www.d20pfsrd.com/bestiary/monster-listings/undead/fext/spellscar-fext"
"7","8d8+8+8","52","+5","Spectral Rock Troll","http://www.d20pfsrd.com/bestiary/monster-listings/undead/spectral-rock-troll-tohc"
"7","8d8+16","52","+7","Spectre","http://www.d20pfsrd.com/bestiary/monster-listings/undead/spectre"
"22","25d10+300","437","+10","The End-Singer","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/spawn-of-destruction/the-end-singer"
"25","30d10+360","525","+7","Tarrasque","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/spawn-of-destruction/tarrasque"
"23","27d10+324","472","+5","The Monarch Worm","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/spawn-of-destruction/the-monarch-worm"
"15","22d8+110+22","231","+8","Soul Reaper","http://www.d20pfsrd.com/bestiary/monster-listings/undead/soul-reaper-tohc"
"2","1d10","5","+2","Soul Nibbler","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/soul-nibbler-tohc"
"7","10d10+20","75","+6","Soul Eater (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/soul-eater-tohc"
"7","11d10+22","82","+10","Soul Eater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/soul-eater"
"2","3d10+3","19","+6","Soulbound Doll","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/doll-soulbound"
"8","12d10+36","102","+10","Soucouyant","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/soucouyant"
"1","2d10+2","13","-1","Mud Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-mud/small-mud-elemental"
"1","2d10","11","+6","Lightning Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-lightning/small-lightning-elemental"
"1","2d10","11","+3","Magma Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-magma/small-magma-elemental"
"1","2d10+2","13","-1","Ice Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-ice/small-ice-elemental"
"1","2d10+2","13","+2","Gravity Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-gravity-tohc/gravity-elemental-small-tohc"
"1","2d10+2","13","-1","Cold Iron Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-cold-iron/cold-iron-elemental-small"
"7","9d8+45","85","+1","War Bull","http://www.d20pfsrd.com/bestiary/monster-listings/animals/war-bull"
"8","12d8+72","126","-1","Walrus, Emperor","http://www.d20pfsrd.com/bestiary/monster-listings/animals/walrus/walrus-emperor"
